MSSV,Tin học,Nhập môn Công nghệ thông tin,Pháp luật,Giáo dục quốc phòng,Kỹ năng học tập,Giáo dục thể chất - Vovinam,Tiếng Anh 1.1,Tiếng Anh 1.2,Tiếng Anh 2.1,Tiếng Anh 2.2,Nhập môn lập trình,Xây dựng trang Web,Cơ sở dữ liệu,Lập trình PHP cơ bản,Lập trình cơ sở với JavaScript,Chính trị,Thiết kế Web với HTML5 & CSS3,Dự án mẫu (TKTW),Lập trình PHP 1,Thiết kế UI/UX,Kỹ năng phát triển bản thân,Lập trình Javascript nâng cao,Quản trị website,Lập trình ECMAScript,Dự án 1 (TKTW),Marketing trên Internet,NodeJS & Restful Web Service,Lập trình TypeScript,Lập trình Front-End Framework 1,Lập trình Front-End Framework 2,Khởi sự doanh nghiệp,Kỹ năng làm việc,Thực tập tốt nghiệp (TKTW),Dự án tốt nghiệp,,attendance_rate,assignment_avg,quiz_avg,late_submission,missed_deadlines
PS40631,7.2,8.7,8.7,5.7,8.4,6.7,8.1,7.2,7.0,7.8,8.6,7.3,8.3,6.6,7.5,9.7,9.5,6.1,6.2,6.2,,5.1,7.2,5.2,6.3,6.0,5.0,5.3,5.4,5.3,5.9,6.7,1.0,5.9,,0.78,5.6,7.2,3,1
PS40650,6.2,7.7,7.3,7.3,8.3,7.9,6.6,6.8,7.2,7.5,8.7,7.0,8.6,6.6,6.5,9.0,6.5,6.8,6.8,6.0,6.1,7.0,7.7,5.3,6.3,7.7,5.1,6.1,6.0,5.6,6.0,7.1,1.0,6.4,,0.77,7.2,5.5,2,1
PS40655,7.0,8.3,7.8,7.5,8.7,9.1,6.3,7.4,6.8,8.0,8.2,8.3,8.0,6.5,7.8,9.0,7.5,6.0,6.2,8.0,6.4,7.9,8.4,,6.4,7.4,,,,,8.1,7.2,1.0,,,0.76,5.4,5.7,2,1
PS40664,8.5,8.9,8.8,6.7,9.0,8.1,6.4,6.5,6.4,6.6,7.7,7.5,8.8,6.5,7.8,9.7,8.0,6.5,8.0,7.2,7.2,6.5,8.5,,6.7,7.2,,,,,7.8,7.2,1.0,,,0.72,6.7,6.6,2,1
PS40701,9.5,8.0,7.5,6.7,7.3,8.3,7.3,6.9,7.0,6.4,6.2,9.3,7.6,8.0,8.5,6.7,9.0,8.5,9.2,7.5,8.2,1.0,7.8,,6.8,7.5,,,,,8.4,7.5,1.0,,,0.78,6.9,6.7,1,1
PS40714,6.5,8.2,,7.2,7.7,7.7,7.7,6.3,,,7.6,5.9,7.8,6.8,5.6,9.3,5.5,0.2,1.3,6.5,0.5,3.4,0.6,5.5,2.9,6.5,,5.0,,,6.2,5.7,,,,0.66,7.1,7.5,3,0
PS40734,6.5,8.1,8.5,6.0,6.6,7.6,8.1,8.0,7.1,,0.4,6.3,2.1,5.6,5.9,9.5,5.5,0.2,5.8,2.1,,,7.2,,2.8,6.9,3.7,1.2,,,0.4,,,,,0.77,5.6,5.3,2,0
PS40739,6.2,8.1,7.3,6.3,6.5,8.5,6.3,6.3,5.6,6.1,7.9,8.2,7.7,6.8,7.1,9.5,7.5,5.8,8.0,6.1,6.1,5.8,6.8,6.6,6.4,6.1,6.0,5.1,8.0,5.3,7.3,5.1,1.0,7.1,,0.76,5.1,6.6,1,1
PS40788,5.5,8.4,7.3,8.7,7.1,8.3,7.8,7.6,7.4,6.7,6.5,7.6,7.2,7.3,7.2,9.7,8.0,6.8,8.0,7.4,6.8,5.0,6.8,6.5,7.0,6.8,5.0,5.5,8.8,6.4,6.8,7.5,1.0,7.1,,0.72,7.3,6.2,2,0
PS40826,5.0,7.6,9.2,6.0,5.7,7.0,5.9,6.6,6.6,6.4,7.4,6.7,5.9,6.7,6.5,9.0,7.5,6.5,5.7,6.2,6.7,7.7,6.5,6.1,6.2,7.4,6.0,5.6,6.5,5.6,6.5,6.2,1.0,6.8,,0.74,6.5,5.3,1,1
PS40831,7.9,7.9,7.8,7.7,7.2,7.2,6.8,7.6,7.1,6.6,8.0,7.4,7.3,6.8,6.0,8.8,6.5,7.0,6.2,7.3,6.9,7.5,6.9,,7.8,6.6,,,,,8.5,7.7,1.0,,,0.65,6.8,5.5,1,0
PS40846,6.7,9.3,5.7,7.2,7.5,8.2,7.3,8.1,7.7,7.6,7.1,8.1,7.7,6.6,7.7,7.7,8.8,5.5,6.9,6.5,7.0,7.5,8.3,6.5,7.1,7.5,5.6,5.7,8.3,7.3,6.4,6.1,1.0,6.6,,0.71,5.0,6.1,1,0
PS40857,5.8,8.9,7.7,5.8,7.4,7.9,6.2,2.7,,,7.4,7.4,7.8,6.2,6.7,1.0,0.5,0.2,3.1,,,,6.8,,0.8,6.6,,,,,,,,,,0.75,6.9,5.4,3,1
PS40860,8.5,9.8,8.0,6.8,7.8,8.3,8.2,8.5,7.1,8.4,8.6,9.1,9.2,7.9,7.6,9.7,5.5,8.3,9.0,8.5,8.3,1.0,8.7,7.3,6.4,8.6,7.6,8.3,9.2,8.2,6.5,7.9,1.0,7.0,,0.80,6.3,6.2,3,0
PS40912,6.7,8.3,5.2,6.5,7.4,7.0,6.5,6.5,6.8,5.4,8.5,7.8,6.9,6.8,7.9,9.5,7.9,6.0,6.3,6.6,5.6,6.5,7.4,5.9,5.8,6.0,5.8,6.4,6.7,6.1,6.1,7.6,1.0,6.8,,0.80,5.3,6.8,1,0
PS40921,9.3,9.6,7.5,6.5,7.6,8.3,7.9,7.7,6.7,7.0,8.4,7.2,7.7,8.3,8.5,8.5,1.0,7.0,8.8,7.9,7.6,1.0,8.5,,8.0,8.3,,,,,8.9,8.0,1.0,,,0.85,7.4,6.0,1,1
PS40925,6.2,7.8,6.5,6.5,6.6,7.7,6.2,7.2,6.1,7.1,7.5,8.1,7.0,6.9,8.0,8.7,8.7,7.8,7.8,7.6,6.8,9.0,8.0,,7.9,8.1,,,,,7.5,7.5,1.0,,,0.83,7.4,6.9,1,0
PS40932,1.0,8.3,6.0,6.0,5.9,8.0,7.0,7.0,6.9,2.0,8.0,7.0,7.0,,6.7,8.7,5.0,7.5,5.5,6.7,3.6,0.1,6.4,3.2,0.7,6.3,,,,,,,,,,0.73,6.7,5.1,3,0
PS40936,8.2,8.0,6.8,6.3,7.2,7.9,7.7,6.9,6.8,7.3,8.6,7.0,7.9,7.0,8.3,9.0,8.7,6.2,8.0,6.7,5.8,6.7,7.9,6.1,5.6,6.3,5.9,6.8,6.2,6.2,6.2,7.7,1.0,6.8,,0.79,5.8,7.2,3,1
PS40956,1.0,1.0,8.5,6.2,7.1,7.6,6.3,6.2,7.5,5.9,6.9,7.2,7.4,6.4,6.5,8.5,5.3,5.0,5.8,5.0,7.1,6.0,6.5,7.5,6.5,6.0,5.2,7.2,5.7,6.2,7.2,5.5,1.0,7.2,,0.73,7.3,6.2,2,1
PS40957,9.5,8.6,8.7,6.7,6.9,7.6,7.3,7.5,7.3,7.4,6.7,7.5,8.6,8.4,8.1,9.7,7.5,5.5,7.1,8.1,6.9,7.0,8.2,6.7,6.6,7.3,6.9,7.7,7.3,8.9,6.9,8.1,1.0,7.1,,0.65,5.3,6.9,3,1
PS40985,9.2,8.7,6.3,7.8,7.2,6.7,7.7,7.7,7.6,7.8,7.6,8.4,7.5,7.0,8.1,7.2,8.8,8.0,7.0,6.6,6.4,8.3,7.8,,7.0,8.4,,,,,5.8,6.5,1.0,,,0.78,5.6,7.5,1,0
PS41009,9.2,9.4,6.3,7.0,7.2,7.8,7.3,7.1,7.3,7.0,7.5,8.6,8.8,8.5,8.7,9.0,9.9,1.0,8.9,6.8,6.9,9.5,9.2,,7.3,8.2,,,,,8.4,7.1,1.0,,,0.84,5.5,5.7,3,1
PS41015,8.0,6.4,7.7,6.7,7.1,7.9,7.7,7.6,7.1,7.7,6.8,5.1,6.1,7.3,6.4,7.3,6.5,5.5,5.6,7.3,7.2,7.5,6.3,6.3,6.3,6.5,6.3,5.6,5.8,6.2,6.5,7.1,1.0,6.1,,0.70,6.6,7.2,3,1
PS41059,6.2,9.4,7.3,6.2,7.2,7.5,8.3,7.5,7.0,7.3,7.0,7.7,7.4,8.0,8.4,8.7,8.4,6.8,7.4,7.2,7.4,8.5,8.0,,7.3,7.0,,,,,6.9,6.9,1.0,,,0.72,6.4,6.0,3,0
PS41081,8.7,9.2,7.3,7.2,7.9,8.5,7.2,6.6,,,7.4,7.2,7.2,6.2,8.1,9.3,8.5,6.0,8.0,6.5,7.0,5.4,6.6,,7.1,8.3,,,,,8.2,7.9,,,,0.78,6.5,6.3,2,1
PS41082,6.2,7.9,6.8,6.3,7.0,8.4,5.5,,,,7.7,6.9,5.8,1.7,6.4,1.0,5.8,5.5,6.1,6.2,,5.5,5.6,5.0,,5.5,5.0,5.3,1.5,5.5,,0.1,,,,0.71,5.5,5.8,2,0
PS41121,5.0,6.5,7.2,5.8,6.1,6.3,6.9,3.0,,,6.7,7.3,6.4,4.9,3.9,9.3,5.0,5.8,5.7,6.3,7.7,6.0,7.0,5.1,,5.4,5.0,5.7,0.5,3.4,5.9,,,,,0.75,5.7,6.9,2,1
PS41123,6.0,7.0,7.2,6.2,6.4,6.5,6.6,,,,6.7,7.0,6.0,4.9,3.0,9.0,5.3,5.3,7.1,,7.2,4.0,6.8,5.0,2.8,5.5,0.2,5.7,,3.1,0.3,,,,,0.65,6.3,6.2,3,0
PS41124,6.0,8.1,7.5,5.2,7.2,6.7,6.0,5.9,5.8,6.8,7.4,7.9,7.9,8.0,6.1,9.3,7.1,6.6,8.1,6.4,8.1,6.0,7.1,,7.0,6.8,,,,,6.3,7.1,1.0,,,0.71,7.3,5.1,1,1
PS41133,1.0,7.7,7.7,6.8,6.9,7.1,6.7,6.5,6.3,6.4,8.7,8.4,7.9,8.0,6.4,8.7,7.5,6.9,7.8,7.8,8.1,8.9,8.3,,7.0,7.3,,,,,7.1,7.3,1.0,,,0.77,6.5,5.7,1,0
PS41151,6.5,7.0,7.3,6.2,7.2,6.8,6.8,5.9,,,7.0,4.5,6.2,5.3,6.5,8.5,2.0,,5.7,2.6,7.2,0.9,6.8,1.0,,5.5,5.0,5.8,5.5,5.8,,5.1,,,,0.68,6.6,5.4,2,1
PS41200,8.3,8.0,6.7,6.2,6.8,6.9,7.2,6.8,5.1,5.8,7.9,7.5,6.7,6.6,7.1,9.3,6.3,5.6,5.7,6.6,7.6,6.0,7.6,5.6,7.2,6.5,5.9,7.6,6.5,6.7,7.2,7.1,1.0,7.3,,0.75,6.4,7.0,2,1
PS41208,1.0,7.9,7.2,7.7,8.4,7.3,8.7,2.0,,,7.8,8.0,5.4,6.7,2.4,9.0,5.0,,6.6,2.0,4.6,0.7,3.9,,,5.8,,,,,,1.6,,,,0.74,5.5,5.6,1,0
PS41211,1.0,8.6,7.2,6.0,7.3,8.1,8.2,7.5,6.9,7.1,6.6,8.2,6.5,8.1,5.7,7.7,6.8,5.9,8.3,6.8,7.6,5.7,7.7,,7.1,6.6,,,,,5.9,6.9,1.0,,,0.76,6.8,7.3,1,1
PS41220,9.0,7.0,6.2,6.0,7.1,7.0,6.1,6.6,6.5,,7.5,7.3,5.9,6.0,5.4,8.2,5.0,7.6,5.7,6.0,7.4,6.0,6.3,5.5,6.6,5.4,5.1,5.2,6.1,6.0,7.4,5.8,1.0,6.5,,0.72,5.7,5.2,1,0
PS41222,9.9,8.1,7.8,7.7,6.7,7.8,6.8,6.7,6.4,6.6,7.0,8.6,7.2,7.4,5.7,8.3,5.0,5.6,7.6,6.4,7.6,6.7,7.9,,5.9,6.5,,,,,6.4,6.4,1.0,,,0.82,7.3,7.2,3,0
PS41226,6.5,7.3,6.5,5.7,7.0,7.4,5.9,,,,6.4,8.0,5.3,6.0,5.6,6.8,6.0,,6.0,6.0,7.4,5.0,4.7,6.3,0.7,5.6,,,,,,,,,,0.34,6.5,6.4,3,1
PS41280,1.0,7.7,6.0,5.8,7.1,6.7,7.7,6.3,8.1,6.2,6.7,7.7,6.1,6.3,5.7,8.2,5.0,5.0,6.1,5.5,7.9,6.0,7.3,6.5,7.1,6.5,5.2,6.0,6.2,6.2,6.0,7.0,1.0,6.2,,0.66,6.4,5.4,1,1
PS41315,6.0,6.9,6.2,6.2,5.3,7.0,6.6,6.1,4.3,,6.4,7.8,5.9,4.6,4.4,8.0,5.5,0.3,5.9,7.1,7.3,5.0,6.5,5.5,,5.4,1.4,5.3,3.0,0.6,5.6,6.9,,,,0.73,6.1,6.5,3,1
PS41317,1.0,8.1,7.5,5.8,6.1,7.0,5.8,,,,6.5,7.9,6.2,4.3,2.0,1.0,5.0,,3.6,3.1,7.2,7.8,7.3,5.7,2.9,6.3,6.4,5.6,6.1,5.5,5.9,7.0,,,,0.72,5.1,6.4,2,1
PS41386,6.0,7.0,6.0,6.8,6.3,7.2,5.8,6.2,,,6.4,7.0,6.7,6.4,7.1,6.8,8.9,9.5,5.9,7.6,7.8,6.0,8.0,8.1,7.0,5.1,5.1,6.6,6.0,5.5,6.5,6.8,1.0,6.5,,0.76,5.1,6.5,1,0
PS41392,6.0,7.6,7.5,5.8,6.2,7.1,5.3,6.9,6.4,7.1,7.2,6.9,6.8,7.5,5.7,8.0,6.0,5.7,7.5,6.1,7.8,6.0,6.7,,6.3,6.8,,,,,6.0,7.1,1.0,,,0.70,5.4,5.7,3,1
PS41422,6.0,8.5,1.0,5.7,7.4,8.4,7.2,7.3,7.5,6.9,7.9,8.7,8.1,6.7,7.2,9.0,5.5,0.3,7.2,6.5,8.3,6.0,7.9,,5.8,7.8,7.8,5.9,6.8,6.6,8.0,7.1,1.0,6.8,,0.84,6.3,6.0,1,1
PS41430,8.8,8.8,7.3,6.2,5.8,7.6,7.9,7.1,7.3,7.4,7.2,8.1,7.3,7.7,7.3,8.5,6.5,0.5,7.5,6.6,7.9,7.5,7.6,,5.7,6.2,7.0,7.2,6.9,5.9,7.0,5.0,,0.7,,0.80,5.8,7.0,1,0
PS41432,1.0,9.5,7.5,7.2,6.8,8.5,8.4,7.6,7.4,8.0,1.0,9.8,8.3,9.1,9.3,6.7,9.5,8.6,9.2,8.5,8.3,7.0,9.5,7.3,7.6,8.7,7.1,9.1,7.0,8.8,8.0,8.1,1.0,9.0,,0.65,6.5,5.8,3,0
PS41435,9.0,8.8,1.0,6.3,6.4,6.8,4.9,,,,7.5,4.5,,3.8,5.3,0.5,0.5,,1.2,1.2,,1.0,,,,1.7,,,,,,,,,,0.41,4.1,4.2,6,1
PS41442,1.0,9.1,7.5,7.0,7.1,8.2,*,*,*,8.6,1.0,9.2,8.5,9.1,8.4,1.0,1.0,8.5,9.0,8.5,8.6,6.0,8.7,7.2,7.2,8.6,6.2,7.9,7.6,8.2,8.4,7.4,1.0,8.1,,0.74,5.8,6.5,1,0
PS41451,8.7,8.9,7.7,7.2,8.0,8.7,7.2,7.0,6.6,7.6,8.9,8.7,8.8,9.3,8.3,9.7,8.0,9.3,9.1,7.5,8.5,7.8,9.1,,6.8,7.8,,,,,6.8,8.2,1.0,,,0.67,6.0,6.8,2,1
PS41482,1.0,8.9,7.2,6.7,6.2,8.2,7.7,7.4,6.8,7.5,9.3,8.5,8.4,7.8,7.2,9.2,9.0,7.6,9.2,6.9,8.3,6.0,7.8,6.7,7.0,7.9,7.7,8.8,7.8,8.2,8.1,8.1,1.0,9.0,,0.79,7.5,7.4,3,0
PS41484,1.0,9.2,6.8,8.3,7.3,8.3,8.2,8.7,7.5,8.4,9.6,9.3,8.2,7.4,7.7,9.0,7.5,8.7,8.9,8.1,8.5,7.0,8.4,7.3,7.2,7.6,8.8,9.4,8.3,9.0,8.0,8.3,1.0,8.5,,0.65,6.1,6.3,1,1
PS41487,1.0,9.1,7.2,6.7,6.2,7.7,6.5,6.3,6.7,7.2,8.8,9.7,8.5,8.1,9.3,9.2,1.0,9.8,9.3,8.8,8.8,6.0,9.5,8.8,7.6,9.2,8.6,9.8,8.8,9.9,7.8,8.2,1.0,8.7,,0.72,6.0,5.5,3,1
PS41504,6.7,9.4,7.2,9.2,6.8,9.0,7.6,7.6,6.8,7.1,8.0,9.7,6.8,7.6,8.1,1.0,1.0,8.2,8.8,8.5,8.3,6.0,9.3,7.6,7.0,8.2,6.0,9.0,8.6,8.9,7.3,7.7,1.0,9.0,,0.78,5.4,6.0,3,1
PS41544,9.4,9.1,9.5,8.0,7.4,8.7,7.5,7.6,6.7,6.7,7.1,8.0,7.1,6.6,7.7,9.0,8.0,7.0,6.1,7.8,6.5,7.0,8.1,8.2,6.4,7.4,7.6,6.7,9.1,7.8,7.3,7.3,1.0,8.1,,0.73,7.1,5.2,2,0
PS41555,1.0,8.1,8.7,9.0,6.0,7.7,6.9,6.6,7.4,8.1,8.0,7.3,7.0,7.1,8.2,9.0,6.7,5.3,6.8,7.7,7.7,9.0,8.3,,5.9,7.2,,,,,7.7,6.6,1.0,,,0.84,5.0,7.4,3,1
PS41585,1.0,9.4,6.2,7.7,7.8,,6.7,,,,8.6,7.7,8.3,7.4,8.6,8.7,,5.0,4.6,7.1,5.2,5.7,0.2,,5.8,6.3,,,,,5.7,6.0,1.0,,,0.69,7.1,5.3,2,0
PS41660,6.9,7.4,8.2,7.7,6.4,7.6,6.4,1.9,,,7.9,6.7,6.7,7.1,7.0,9.2,5.8,6.0,6.4,7.4,7.4,8.0,8.4,,6.5,7.6,,,,,6.8,7.7,1.0,,,0.65,6.4,6.9,1,1
PS41668,1.0,9.6,7.8,9.2,7.3,7.7,7.6,7.4,7.7,8.2,9.9,8.3,8.2,9.1,9.4,8.7,9.2,1.0,8.8,9.6,7.5,1.0,7.0,,8.7,8.6,,,,,7.9,8.0,1.0,,,0.76,5.4,7.3,3,0
PS41679,9.0,7.8,8.2,8.7,6.4,7.7,*,*,6.3,6.3,7.9,7.3,6.8,8.4,7.8,8.8,5.9,9.0,7.1,7.2,7.1,1.0,8.2,,6.9,7.7,,,,,6.5,7.8,1.0,,,0.71,6.2,6.3,1,1
PS41730,7.6,8.7,5.8,6.3,6.8,8.3,5.7,6.6,7.8,7.5,8.0,8.8,6.4,7.9,9.3,9.5,5.7,7.0,8.3,7.7,7.7,6.5,6.4,,5.7,8.0,,,,,8.1,7.2,1.0,,,0.79,5.5,5.4,1,1
PS41767,8.6,8.0,8.7,7.0,5.9,7.6,7.3,7.5,7.6,7.7,8.8,7.4,7.1,7.0,7.5,8.7,6.0,7.6,5.6,7.6,6.9,6.0,7.1,,5.4,7.8,,,,,6.0,7.3,1.0,,,0.72,6.4,5.1,3,1
PS41787,8.5,7.4,7.0,7.2,7.7,,7.8,8.4,7.7,7.3,7.3,6.3,6.5,6.7,6.5,8.5,5.5,7.6,5.6,6.4,7.9,6.0,2.5,,6.0,8.0,,,,,6.4,7.5,,,,0.89,7.1,6.0,2,0
PS41890,9.4,1.0,7.7,9.2,8.0,7.7,8.0,7.5,7.7,6.7,8.4,8.7,8.8,6.9,8.4,9.5,9.5,8.5,6.6,7.6,8.4,8.0,7.3,7.3,6.2,9.2,8.5,7.4,9.3,7.2,7.5,7.3,1.0,7.1,,0.85,5.5,6.4,2,0
PS41895,1.0,9.0,8.2,7.0,7.6,8.5,*,*,*,7.4,8.7,9.0,9.3,8.5,9.3,9.8,8.0,8.8,9.1,7.8,7.3,9.0,7.9,,7.7,7.9,,,,,6.3,7.3,1.0,,,0.82,5.4,5.9,3,0
PS41927,8.3,7.9,8.3,7.5,6.4,8.2,7.3,7.0,7.1,6.4,8.5,8.1,8.6,6.8,8.2,9.3,6.1,7.1,6.0,7.4,7.5,5.7,6.2,,5.7,5.2,,,,,6.1,6.7,,,,0.78,5.8,7.3,2,0
PS41976,6.9,8.2,7.2,6.7,7.6,7.4,6.2,6.5,3.0,,6.5,3.2,2.0,5.6,5.5,8.0,,,2.0,,5.5,1.0,5.6,2.1,2.8,1.4,5.5,2.2,,2.2,5.9,5.1,,,,0.62,2.1,2.3,4,3
PS41977,9.0,8.5,7.7,7.7,7.5,8.2,6.1,5.9,7.9,7.5,9.0,8.4,8.0,6.2,6.4,8.0,7.7,8.5,7.7,8.2,7.9,7.0,6.8,,7.0,7.7,,,,,7.2,7.8,1.0,,,0.72,6.3,5.2,2,0
PS42053,9.0,7.0,7.2,5.7,7.6,8.0,*,*,*,8.0,7.9,5.6,6.1,7.1,5.8,8.5,5.5,9.5,7.0,6.4,7.8,5.3,5.7,7.1,6.7,6.2,5.9,5.8,6.3,6.1,7.6,5.3,1.0,6.0,,0.84,6.9,5.1,1,1
PS42060,9.0,7.0,7.2,5.7,7.6,8.0,*,*,*,8.0,7.9,5.6,6.1,7.1,5.8,8.5,5.5,9.5,7.0,6.4,7.8,5.3,5.7,7.1,6.7,6.2,5.9,5.8,6.3,6.1,7.6,5.3,1.0,6.0,,0.78,6.5,5.7,2,0
PS42086,7.5,7.8,7.8,7.2,7.2,8.0,6.8,7.1,6.3,5.7,8.1,7.8,8.5,6.8,6.9,8.0,5.8,4.7,6.8,3.5,7.2,6.4,7.0,6.9,6.3,4.5,5.8,6.6,7.2,5.5,6.1,5.4,1.0,5.6,,0.75,5.3,6.8,2,1
PS42089,7.5,7.8,7.8,7.2,7.2,8.0,6.8,7.1,6.3,5.7,8.1,7.8,8.5,6.8,6.9,8.0,5.8,4.7,6.8,3.5,7.2,6.4,7.0,6.9,6.3,4.5,5.8,6.6,7.2,5.5,6.1,5.4,1.0,5.6,,0.65,7.4,5.1,2,0
PS42094,7.1,8.9,6.0,6.0,7.7,7.3,6.6,5.8,6.0,6.9,8.3,5.7,6.2,7.2,7.8,8.3,8.9,6.0,5.9,6.7,6.9,5.4,8.2,,8.4,7.6,,,,,8.6,6.8,1.0,,,0.68,6.3,5.6,3,0
PS42138,8.6,6.2,6.7,7.3,7.5,7.0,6.5,6.5,7.0,6.5,8.0,6.1,6.9,7.1,5.0,,,7.0,,6.4,0.7,5.2,,6.1,6.1,6.1,6.1,5.3,5.7,3.7,6.0,5.3,1.0,5.8,,0.75,5.6,6.3,3,0
PS42161,8.6,6.2,6.7,7.3,7.5,7.0,6.5,6.5,7.0,6.5,8.0,6.1,6.9,7.1,5.0,,,7.0,,6.4,0.7,5.2,,6.1,6.1,6.1,6.1,5.3,5.7,3.7,6.0,5.3,1.0,5.8,,0.77,5.9,7.1,2,1
PS42232,1.0,9.5,8.7,8.7,8.0,8.2,7.8,7.7,7.8,7.0,8.5,7.9,9.2,9.0,7.9,9.8,8.5,8.9,7.7,8.4,7.8,8.5,8.5,7.8,7.4,8.3,7.5,8.1,8.5,7.7,8.8,7.3,1.0,7.2,,0.83,5.7,6.2,1,1
PS42235,1.0,9.5,8.7,8.7,8.0,8.2,7.8,7.7,7.8,7.0,8.5,7.9,9.2,9.0,7.9,9.8,8.5,8.9,7.7,8.4,7.8,8.5,8.5,7.8,7.4,8.3,7.5,8.1,8.5,7.7,8.8,7.3,1.0,7.2,,0.74,5.9,7.5,3,1
PS42267,6.3,7.2,,8.7,7.6,6.5,6.6,7.0,6.2,7.2,8.2,5.7,3.7,7.7,5.8,7.3,6.0,8.7,5.6,7.8,5.5,5.5,6.5,,5.7,6.7,,,,,7.2,6.1,,,,0.82,5.5,5.2,3,1
PS42272,8.2,6.7,8.5,8.2,7.4,7.8,6.4,5.2,6.1,,7.8,6.2,6.6,5.9,6.4,9.7,7.3,2.6,6.2,6.4,6.7,6.5,6.5,,6.6,7.0,,,,,5.6,,,,,0.65,5.8,6.0,3,1
PS42281,1.0,9.9,8.8,7.8,7.3,7.3,7.2,5.8,6.9,7.3,8.0,5.9,6.7,7.2,7.6,8.5,5.5,6.6,5.6,7.7,6.8,6.0,7.3,,6.0,7.6,,,,,6.8,7.7,1.0,,,0.69,7.0,7.1,2,0
PS42285,1.0,9.9,8.8,7.8,7.3,7.3,7.2,5.8,6.9,7.3,8.0,5.9,6.7,7.2,7.6,8.5,5.5,6.6,5.6,7.7,6.8,6.0,7.3,,6.0,7.6,,,,,6.8,7.7,1.0,,,0.81,5.4,5.4,2,0
PS42291,7.0,9.1,8.7,7.5,7.7,6.7,6.9,7.1,5.4,7.3,8.4,6.6,7.4,6.2,7.2,9.7,5.5,6.5,5.5,7.2,6.6,5.7,7.3,,5.7,5.5,,,,,6.0,6.9,1.0,,,0.70,5.1,5.9,1,0
PS42295,6.0,9.6,7.8,7.2,7.3,7.0,5.3,6.6,,,8.0,6.1,7.4,5.9,7.2,9.2,6.5,6.5,5.7,8.1,8.1,6.0,7.2,5.8,6.7,6.9,6.4,6.4,8.6,8.0,6.5,7.5,1.0,6.9,,0.79,6.2,6.4,2,1
PS42299,7.0,1.0,7.0,7.7,7.3,7.1,*,*,*,6.2,8.7,8.1,8.6,7.3,7.7,8.7,6.2,8.5,6.7,8.1,7.4,6.0,7.9,,7.7,7.5,,,,,6.3,8.2,1.0,,,0.75,6.8,6.0,2,1
PS42324,8.5,9.1,6.7,8.0,6.5,6.9,7.3,5.7,7.2,6.4,7.2,7.4,6.2,7.1,6.0,8.0,5.8,5.5,6.0,6.9,6.9,7.0,7.4,6.3,6.0,6.4,5.2,5.5,6.0,5.5,5.7,5.6,1.0,7.4,,0.67,5.6,6.4,2,1
PS42334,7.0,9.6,6.3,7.7,7.7,7.6,7.6,6.9,5.9,6.9,8.0,7.1,8.5,7.6,6.9,9.3,5.6,5.5,5.6,7.7,7.6,6.0,7.8,6.0,6.0,7.0,5.3,5.5,5.6,5.9,5.9,7.2,1.0,6.5,,0.68,5.1,7.0,2,1
PS42348,1.0,1.0,8.7,8.8,7.8,7.6,*,*,8.3,7.3,9.9,9.9,9.6,9.2,9.3,9.0,1.0,9.0,7.7,7.3,6.4,1.0,8.9,,7.2,7.0,,,,,6.9,7.6,1.0,,,0.85,7.2,6.0,2,0
PS42395,1.0,9.0,7.7,9.7,6.1,6.9,*,*,7.9,7.8,9.8,9.3,7.2,6.5,7.7,9.2,5.6,8.9,7.0,7.0,7.5,6.0,8.8,,7.6,8.0,,,,,7.8,7.3,1.0,,,0.77,5.1,6.1,1,0
PS42451,1.0,8.5,7.3,8.3,6.2,8.3,8.1,8.1,8.2,7.7,8.3,8.3,8.8,7.6,6.3,9.2,5.9,8.5,7.2,7.7,8.4,6.9,6.6,,6.1,7.3,,,,,9.6,7.3,1.0,,,0.74,7.1,6.2,1,1
PS42618,5.9,9.2,7.2,7.5,7.6,8.0,8.3,7.7,6.4,8.2,8.8,7.0,7.5,7.9,6.3,8.8,6.0,1.0,6.0,7.5,8.1,7.0,7.8,,7.1,6.9,,,,,6.4,7.4,1.0,,,0.83,7.4,5.1,3,0
PS42624,7.0,9.9,8.7,7.7,7.7,7.7,7.7,6.4,,,8.7,6.9,6.7,7.6,7.7,9.0,6.1,6.0,6.0,8.2,7.8,5.5,7.2,8.3,6.4,7.6,7.6,6.5,9.1,8.3,7.8,7.2,1.0,8.1,,0.66,6.1,7.2,1,1
PS42626,7.8,6.4,7.2,9.3,6.2,8.0,8.2,7.8,8.0,7.1,6.8,7.4,8.8,8.3,8.2,9.0,9.6,6.8,5.1,8.1,7.8,6.0,9.1,8.9,4.3,9.4,,,,,,,,,,0.75,7.0,5.1,1,0
PS42664,8.5,9.1,8.0,6.3,6.4,7.2,7.6,6.6,7.0,7.3,6.8,5.1,5.2,5.7,6.9,8.3,5.7,5.8,5.6,5.2,5.9,5.0,6.3,5.5,7.0,6.7,6.6,5.1,7.9,7.4,7.8,7.7,1.0,8.6,,0.82,6.9,5.6,1,1
PS42665,8.0,9.9,7.3,6.5,7.9,9.0,6.5,6.9,6.7,7.5,8.8,8.3,8.1,7.6,9.1,9.2,8.5,9.5,7.0,9.1,8.4,1.0,8.9,8.7,7.7,9.7,9.4,9.2,9.1,8.3,7.3,8.6,1.0,8.0,,0.78,5.2,5.6,2,0
